filepath,species,freshness,species_idx,freshness_idx,combined_class
Rastrelliger Faughni - Not Fresh/IMG_20191018_055208.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_055146.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063132_1.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063405_3.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_070319.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062149.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Chanos Chanos - Fresh/IMG_20191003_064906.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_061016.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Nibea Albiflora - Fresh/IMG_20191112_064018_2.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054713.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_061241.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054732_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191004_064530.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_064132.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063337_1.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_070930.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191019_055445.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_061850_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20190930_072358.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060632.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_060800.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075152.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_061533.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080814_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062249_3.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_073027.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191018_062300.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060949_4.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055140_1.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063617_2.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20191111_052939.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_061339_1.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191113_053829.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063947_2.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_075903_1.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055549_4.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063755.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062001_3.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_080200_4.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061255_3.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_061718.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062021_2.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_081040_4.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062427.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060949_2.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061504_3.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191015_065259.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062217_3.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191018_060103.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062001_2.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Chanos Chanos - Not Fresh/IMG_20191005_072530.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_055046_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191015_062322.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072801_3.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191016_063446.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062348_2.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080819_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055047.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Chanos Chanos - Fresh/IMG_20191002_063050.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_080200_2.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Chanos Chanos - Fresh/IMG_20191113_051711.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055518_2.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063615_2.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055019.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_060219.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_055950_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191111_052059.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_055227_2.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_071306.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055608.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191015_071326.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191019_062852.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061042.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_074100.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20190930_072320.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_071404.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060733.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072417_5.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_074958_4.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_064057_1.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191014_065639.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062501.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_064136_1.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060644_3.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054208.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Johnius Trachycephalus - Fresh/IMG_20191016_070154.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Oreochromis Niloticus - Fresh/IMG_20191113_054029_1.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062913.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055620_5.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054704_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061038_4.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072736_5.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191001_064458.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191015_064905.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191115_052634.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054334_2.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_055032_2.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054424.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054007_3.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055209_2.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062015_5.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_071218.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072941_1.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062139_$.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062416.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_060122.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191017_061930.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054823.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191001_064716.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191019_062954.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_071134.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055542_3.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_054930.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_065436.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Rastrelliger Faughni - Fresh/IMG_20191016_064844.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063816.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191017_070824.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Oreochromis Niloticus - Fresh/IMG_20191113_053709.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072725_6.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Fresh/IMG_20191112_052240.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_061320.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061359_6.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_074958_2.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Nibea Albiflora - Fresh/IMG_20191113_060345.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055059.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191018_062148.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_075806.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055522_4.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055611.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054934_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Chanos Chanos - Highly Fresh/IMG_20191111_053126.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062947_5.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_062029.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20190930_070508.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060331.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191019_055736.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191019_063421.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Rastrelliger Faughni - Fresh/IMG_20191017_063813.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Rastrelliger Faughni - Fresh/IMG_20191113_055610_1.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062656.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191015_062736.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_060811.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054527_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_055143_1.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_074946_3.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_070812.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062139_4.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_072032.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Oreochromis Niloticus - Fresh/IMG_20191113_054048.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061829_3.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060648_3.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_055648.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_075924.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_061943_2.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Chanos Chanos - Not Fresh/IMG_20191114_053638.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20190930_072451.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191113_055927_2.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_064007_1.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063405_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_080239_5.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_061056.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_070815.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_062850.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Chanos Chanos - Fresh/IMG_20191003_064138.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Chanos Chanos - Fresh/IMG_20191113_051752.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191014_072832.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062047_3.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191017_071327.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_063747_1.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055124_7.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054231.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063656_3.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_064219.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191001_064957.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191014_070859.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191017_071530.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054537.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_073853_1.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060326.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Nibea Albiflora - Fresh/IMG_20191112_060848.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_071751.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Chanos Chanos - Highly Fresh/IMG_20190930_071309.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191110_081640.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_060730.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
